delocated_monad,10km_location,location_qualifier,easting_sw_delocated,northing_sw_delocated,easting_centroid_delocated,northing_centroid_delocated,plot_number,fizz_test,fizz_test_qualifier,soil_moisture_content,soil_moisture_content_qualifier,ACYC_CO2,ACYC_CO2_qualifier,AKGA_CO2,AKGA_CO2_qualifier,ARA_CO2,ARA_CO2_qualifier,ARG_CO2,ARG_CO2_qualifier,CIT_CO2,CIT_CO2_qualifier,CYS_CO2,CYS_CO2_qualifier,FRU_CO2,FRU_CO2_qualifier,GABA_CO2,GABA_CO2_qualifier,GLU_CO2,GLU_CO2_qualifier,LYS_CO2,LYS_CO2_qualifier,MAL_CO2,MAL_CO2_qualifier,NAGA_CO2,NAGA_CO2_qualifier,OXA_CO2,OXA_CO2_qualifier,PRO_CO2,PRO_CO2_qualifier,TRE_CO2,TRE_CO2_qualifier,WAT_CO2,WAT_CO2_qualifier
NT91-X-85,NT91,Sample location delocated to a 10km square (see metadata),390000,610000,395000,615000,4,0,,77.92,,7.86,,12.06,,9.68,,14.14,,12.66,,9.93,,16.85,,11.52,,14.62,,10.32,,17.17,,10.67,,13.82,,11.97,,17.83,,6.43,
NT94-X-59,NT94,Sample location delocated to a 10km square (see metadata),390000,640000,395000,645000,1,0,,16.54,,0.63,,6.56,,1.46,,1.04,,3.55,,0.88,,2.3,,0.9,,2.55,,0.51,,2.71,,1.83,,1.04,,1.14,,1.51,,0.3,
NT94-X-59,NT94,Sample location delocated to a 10km square (see metadata),390000,640000,395000,645000,3,0,,15.4,,0.86,,4.86,,2.09,,0.77,,2.76,,0.99,,2.88,,0.86,,3.35,,0.75,,2.38,,2.08,,0.73,,1.67,,2.16,,0.36,
NT94-X-59,NT94,Sample location delocated to a 10km square (see metadata),390000,640000,395000,645000,4,0,,16.59,,0.74,,3.86,,1.68,,1.63,,1.97,,0.94,,2.41,,1.28,,3.04,,0.53,,2.48,,1.96,,0.89,,1.3,,2.18,,0.38,
NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,1,0,,19.97,,0.57,,5.48,,1.15,,0.76,,2.57,,1.52,,1.86,,0.78,,1.98,,0.55,,2.42,,1.33,,1.32,,1.82,,1.47,,0.31,
NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,2,0,,18.62,,0.7,,5.47,,1.69,,0.94,,2.87,,1.36,,2.18,,1.08,,2.5,,0.56,,2.27,,1.31,,1.21,,1.96,,1.57,,0.3,
NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,3,0,,33.36,,1.18,,7.45,,3.21,,2.41,,3.46,,1.78,,4.11,,2.14,,4.81,,1.2,,6.57,,3.28,,2.61,,2.87,,3.62,,0.71,
NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,4,1,,17.86,,0.77,,6.58,,2.19,,0.7,,3.54,,1.01,,3.2,,0.88,,3.19,,0.51,,2.8,,1.67,,1.06,,1.64,,1.95,,0.29,
NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,1,0,,22.28,,0.89,,5.74,,1.85,,1.31,,2.62,,1.42,,3,,1.12,,3.06,,0.72,,2.6,,2.2,,1.26,,1.89,,2.14,,0.4,
NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,2,1,,18.87,,0.64,,7.45,,1.82,,0.33,,4.91,,2.23,,2.19,,0.74,,2.29,,0.88,,4.06,,1.17,,2.51,,1.27,,1.17,,0.37,
NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,3,0,,28.03,,1.09,,2.69,,2.3,,2.16,,2.03,,1.61,,3.35,,1.73,,3.81,,0.95,,4.26,,3.57,,1.55,,2.2,,2.75,,0.73,
NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,4,0,,19.93,,1.24,,6.82,,3.22,,1.36,,3.96,,1.73,,4.23,,1.57,,4.35,,1.05,,3.7,,2.85,,1.38,,2.57,,3.29,,0.69,
NY22-X-66,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,2,0,,36.4,,2.06,,12.52,,6.02,,3.43,,10.81,,3.02,,7.34,,3.35,,8.16,,2.22,,8.46,,5.82,,4.53,,3.86,,4.96,,1.11,
NY22-X-66,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,3,0,,37.61,,1.73,,14.37,,6.46,,4.59,,12.69,,3.13,,7.9,,3.18,,7.76,,2.32,,9.79,,5.91,,6.02,,5.35,,5.16,,0.89,
NY22-X-66,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,4,0,,35.2,,1.44,,9.55,,4.17,,3.07,,5.77,,2.36,,5.33,,2.48,,5.91,,1.69,,5.78,,4.75,,3.26,,4.06,,3.37,,0.82,
NY22-X-70,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,1,1,,42.04,,1.39,,10.27,,4.23,,2.37,,6.99,,2.65,,5.78,,2.51,,5.07,,1.66,,8.76,,4.84,,5.86,,3.3,,4.69,,0.84,
NY22-X-70,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,2,1,,61.87,,1.94,,5.28,,3.6,,3.68,,3.13,,3.68,,4.76,,3.15,,5.64,,3.14,,6.5,,4.98,,4.43,,3.91,,5.95,,1.49,
NY22-X-70,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,3,0,,48.31,,1.2,,3.33,,2.29,,2.5,,2.09,,2.64,,3.36,,1.82,,3.38,,1.5,,4.34,,2.54,,3.92,,3.38,,2.94,,0.74,
NY22-X-70,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,5,0,,77.99,,10.98,,74.19,,25.87,,18.27,,70.47,,12.57,,28.46,,18.13,,33.19,,12.84,,64.19,,22.17,,42.35,,15.06,,14.25,,8.87,
NY22-X-70,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,6,0,,58.6,,1.54,,3.7,,2.25,,3.13,,2.51,,3.79,,2.84,,2.36,,4,,1.93,,4.4,,3.14,,2.82,,2.82,,3.38,,1.24,
NY22-X-70,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,4,3,,26.02,,1.99,,7.08,,4.51,,2.09,,5.77,,2.13,,6.01,,2.48,,5.58,,1.69,,5.28,,4.19,,2.47,,3.06,,4.36,,1.03,
NY32-X-19,NY32,Sample location delocated to a 10km square (see metadata),330000,520000,335000,525000,2,0,,80.6,,7.62,,11,,10.82,,16.09,,10.96,,9.22,,13.2,,12.05,,14.23,,10.03,,19.73,,14.93,,27.66,,11.76,,12.26,,5.76,
NY32-X-19,NY32,Sample location delocated to a 10km square (see metadata),330000,520000,335000,525000,3,0,,78.49,,6.28,,12.1,,11.82,,14.53,,8.07,,9.57,,12.08,,9.27,,11.88,,9.53,,13.1,,13.94,,19.03,,10.18,,11.89,,5.94,
NY32-X-19,NY32,Sample location delocated to a 10km square (see metadata),330000,520000,335000,525000,4,0,,78.33,,3.88,,8.27,,7.03,,8.95,,5.93,,7.32,,8.28,,5.92,,9.72,,5.64,,10.92,,10.44,,9.81,,6.97,,7.38,,3.41,
NY47-X-95,NY47,Sample location delocated to a 10km square (see metadata),340000,570000,345000,575000,2,0,,33.17,,1.48,,5.13,,3.84,,3.21,,4,,2.44,,4.86,,2.56,,4.85,,1.53,,4.68,,3.94,,3.37,,3.1,,3.91,,0.86,
NY47-X-95,NY47,Sample location delocated to a 10km square (see metadata),340000,570000,345000,575000,4,0,,34.97,,1.93,,9.93,,3.48,,3.88,,5.03,,2.95,,6.48,,3.02,,6.81,,1.59,,6.15,,5.25,,2.55,,3.45,,3.54,,0.99,
NY50-X-38,NY50,Sample location delocated to a 10km square (see metadata),350000,500000,355000,505000,1,0,,48.88,,1.81,,9.28,,3.46,,1.4,,3.71,,3.04,,4.52,,2.03,,4.95,,1.84,,5.46,,4.84,,2.99,,2.65,,3.55,,1.06,
NY50-X-38,NY50,Sample location delocated to a 10km square (see metadata),350000,500000,355000,505000,2,0,,25.88,,1.4,,3.98,,3.04,,1.3,,2.52,,2.16,,4.17,,1.97,,4.01,,1.44,,3.87,,3.27,,2.06,,2.32,,3.58,,0.96,
NY50-X-38,NY50,Sample location delocated to a 10km square (see metadata),350000,500000,355000,505000,4,0,,30.27,,1.24,,7.81,,3.37,,1.75,,3.94,,2.06,,4.9,,2.11,,5.18,,1.6,,5.49,,4.35,,2.57,,2.55,,3.9,,0.77,
NY54-X-44,NY54,Sample location delocated to a 10km square (see metadata),350000,540000,355000,545000,3,0,,20.23,,0.96,,5.55,,1.88,,1.31,,2.95,,1.34,,3.13,,1.26,,3.17,,0.77,,3,,2.27,,1.14,,1.71,,2.19,,0.44,
NY55-X-94,NY55,Sample location delocated to a 10km square (see metadata),350000,550000,355000,555000,2,0,,75.65,,3.34,,5.24,,4.43,,9.08,,4.64,,4.66,,4.72,,5.11,,5.23,,4.75,,7.42,,7.45,,5.25,,4.1,,4.9,,3.15,
NY55-X-94,NY55,Sample location delocated to a 10km square (see metadata),350000,550000,355000,555000,3,0,,72.83,,3.83,,6.43,,5.5,,8.16,,5.52,,6.74,,6.14,,5.43,,6.29,,4.61,,8.33,,8.24,,10.25,,5.17,,5.86,,3.33,
NY56-X-21,NY56,Sample location delocated to a 10km square (see metadata),350000,560000,355000,565000,1,0,,30.24,,1.29,,3.38,,2.34,,2.36,,2.14,,2.27,,4.83,,1.86,,5.04,,1.09,,3.44,,3.75,,1.35,,3.2,,3.64,,0.6,
NY56-X-21,NY56,Sample location delocated to a 10km square (see metadata),350000,560000,355000,565000,4,0,,23.42,,1.05,,4.98,,2.66,,2.2,,2.23,,2.04,,4.45,,1.93,,4.77,,1.24,,3.7,,3.78,,1.54,,2.87,,3.6,,0.7,
NY56-X-21,NY56,Sample location delocated to a 10km square (see metadata),350000,560000,355000,565000,3,0,,22.27,,1.02,,6.96,,2.6,,2.28,,3.6,,1.5,,4.03,,1.89,,4.25,,1.07,,3.75,,3.39,,1.73,,2.5,,2.77,,0.66,
NY56-X-21,NY56,Sample location delocated to a 10km square (see metadata),350000,560000,355000,565000,5,0,,27.52,,1.54,,5.96,,3.4,,1.4,,3.34,,2.09,,4.81,,1.81,,4.53,,1.3,,4.63,,3.49,,1.63,,2.66,,3.34,,0.67,
NY62-X-90,NY62,Sample location delocated to a 10km square (see metadata),360000,520000,365000,525000,1,0,,29.16,,1.36,,6.41,,3.49,,2.16,,3.23,,2.08,,5.24,,2.08,,5.79,,1.17,,5.37,,4.54,,1.91,,3.25,,3.66,,0.73,
NY62-X-90,NY62,Sample location delocated to a 10km square (see metadata),360000,520000,365000,525000,2,0,,32.39,,1.96,,5.37,,4.6,,2.06,,3.2,,2.28,,6.81,,2.61,,5.77,,1.31,,4.56,,4.57,,2.27,,4.34,,4.13,,0.81,
NY63-X-26,NY63,Sample location delocated to a 10km square (see metadata),360000,530000,365000,535000,1,0,,23.22,,0.91,,6.04,,3.26,,1.75,,3.3,,1.56,,4.81,,1.84,,4.86,,1.07,,4.34,,3.46,,2.04,,2.27,,3.02,,0.59,
NY63-X-26,NY63,Sample location delocated to a 10km square (see metadata),360000,530000,365000,535000,4,0,,37.03,,1.13,,8.13,,2.84,,1.86,,3.67,,2.18,,4.55,,2.18,,5.26,,1.24,,5.69,,2.83,,3.45,,3.04,,4.01,,0.7,
NY73-X-32,NY73,Sample location delocated to a 10km square (see metadata),370000,530000,375000,535000,1,0,,77.23,,3.09,,5.49,,4.28,,7.67,,4.38,,4.92,,4.79,,5.53,,4.76,,5.78,,6.71,,7.06,,4.4,,3.79,,4.98,,2.96,
NY73-X-32,NY73,Sample location delocated to a 10km square (see metadata),370000,530000,375000,535000,2,0,,64.04,,2.56,,4.54,,3.92,,4.87,,2.95,,4.04,,3.82,,4.14,,5.04,,2.65,,5.32,,5.06,,3.22,,4.07,,4.41,,2.2,
NY73-X-32,NY73,Sample location delocated to a 10km square (see metadata),370000,530000,375000,535000,3,0,,74.5,,4.21,,10.1,,7.41,,10.57,,8.4,,8.89,,11.01,,7.43,,11.38,,7.39,,16.32,,8.85,,7.84,,8.67,,11.34,,3.51,
NY73-X-32,NY73,Sample location delocated to a 10km square (see metadata),370000,530000,375000,535000,5,0,,72.48,,2.72,,4.43,,4.21,,5.81,,4.67,,5.23,,6.49,,5.33,,8.23,,4.63,,9.59,,4.9,,5.54,,4.76,,6.31,,2.14,
NY73-X-32,NY73,Sample location delocated to a 10km square (see metadata),370000,530000,375000,535000,6,0,,57.68,,1.89,,2.88,,2.15,,3.71,,2.42,,2.5,,2.63,,2.95,,2.65,,1.94,,3.27,,3.56,,3.75,,2.27,,2.53,,1.65,
NY75-X-14,NY75,Sample location delocated to a 10km square (see metadata),370000,550000,375000,555000,1,0,,32.65,,1.72,,10.35,,4.77,,1.97,,5.07,,2.78,,6.04,,2.73,,6.12,,1.69,,6.53,,5.16,,2.93,,2.74,,4.72,,1.03,
NY75-X-14,NY75,Sample location delocated to a 10km square (see metadata),370000,550000,375000,555000,3,0,,32.13,,1.53,,8.53,,4.62,,2.27,,5.04,,2.26,,5.7,,2.61,,5.79,,1.49,,6.22,,4.64,,3.07,,3.59,,4.68,,0.8,
NY75-X-14,NY75,Sample location delocated to a 10km square (see metadata),370000,550000,375000,555000,2,0,,28.01,,1.27,,6.46,,3.67,,2.06,,3.55,,2.11,,5.41,,2.16,,5.79,,1.26,,5.3,,3.96,,2.3,,2.43,,4.33,,0.77,
NY82-X-38,NY82,Sample location delocated to a 10km square (see metadata),380000,520000,385000,525000,1,0,,76.53,,4.99,,14.02,,9.42,,13.37,,11.45,,12.02,,13.64,,11.11,,15.59,,9.72,,19.45,,13.46,,11.78,,8.87,,13.41,,3.98,
NY82-X-38,NY82,Sample location delocated to a 10km square (see metadata),380000,520000,385000,525000,2,0,,85.23,,5.9,,14.27,,11.69,,10.74,,10.27,,9.44,,16.28,,11.27,,16.78,,10.67,,19.41,,14.33,,17.57,,13.81,,16.62,,4.2,
NY82-X-38,NY82,Sample location delocated to a 10km square (see metadata),380000,520000,385000,525000,3,0,,39.59,,0.71,,1.49,,1.24,,1.53,,1.15,,1.47,,1.31,,1.07,,1.81,,0.92,,1.69,,1.73,,1.49,,1.27,,1.63,,0.6,
NY89-X-97,NY89,Sample location delocated to a 10km square (see metadata),380000,590000,385000,595000,1,0,,30.06,,1.79,,7.16,,4.6,,2,,3.93,,3.07,,6.25,,2.74,,6.2,,1.88,,7.15,,5.45,,3.59,,3.91,,4.18,,0.92,
NY89-X-97,NY89,Sample location delocated to a 10km square (see metadata),380000,590000,385000,595000,2,0,,29.19,,1.73,,7.62,,3.62,,2.53,,4.06,,2.5,,5.25,,2.52,,5.93,,1.58,,5.95,,4.88,,2.72,,3.49,,3.89,,0.88,
NY89-X-97,NY89,Sample location delocated to a 10km square (see metadata),380000,590000,385000,595000,3,0,,27.54,,1.04,,5.87,,2.57,,2.34,,3.34,,2.1,,3.55,,1.86,,3.63,,1.11,,3.81,,2.9,,1.98,,2.37,,2.67,,0.6,
NY89-X-97,NY89,Sample location delocated to a 10km square (see metadata),380000,590000,385000,595000,4,1,,29.48,,1.59,,9.89,,4.43,,2.32,,6.39,,2.78,,5.66,,2.89,,5.96,,1.46,,7.13,,3.95,,3.76,,3.42,,4.17,,1.31,
NY90-X-38,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,1,0,,78.53,,2.57,,3.32,,3.55,,4.89,,3.57,,4.57,,4.86,,4,,5.57,,3.83,,5.55,,4.22,,4.6,,3.96,,5.48,,2.23,
NY90-X-38,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,2,0,,73.23,,2.37,,3.21,,2.88,,5.78,,2.64,,2.96,,2.89,,2.84,,2.82,,3.35,,3.61,,3.4,,2.98,,2.61,,3.36,,2.06,
NY90-X-38,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,3,0,,81.37,,5.65,,11.57,,9.91,,11.44,,10.97,,8.8,,15.3,,8.81,,12.7,,5.89,,17.42,,9.71,,10.85,,11.19,,17.75,,4.43,
NY90-X-38,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,4,0,,78.4,,4.16,,8.48,,5.29,,9.93,,7.95,,6.73,,9.14,,7.39,,10.64,,6.96,,12.53,,8.25,,8.32,,6.59,,10.8,,3.28,
NY90-X-38,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,6,0,,76.79,,2.97,,4.06,,3.5,,7.11,,3.99,,3.96,,3.79,,3.89,,4.62,,4.58,,5.19,,5.44,,3.92,,3.69,,5.58,,2.65,
NY90-X-69,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,1,0,,38.56,,2.38,,18.14,,8.08,,3.31,,15.45,,2.82,,7.58,,3.56,,7.76,,2.64,,10.5,,4.33,,8.13,,3.99,,6.32,,1.75,
NY90-X-69,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,2,0,,37.94,,2.16,,10.38,,4.79,,3.54,,7.1,,2.86,,5.95,,3.21,,6.79,,2.14,,7.67,,4.61,,3.64,,4.14,,4.92,,1.64,
NY90-X-69,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,3,0,,44.26,,3.34,,10.41,,7.82,,4.02,,6.21,,4.53,,10.77,,4.33,,9.04,,3.07,,9.17,,7.89,,4.87,,6.64,,8.18,,2.06,
NY90-X-69,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,4,0,,61.92,,3.84,,29.57,,8.92,,2.03,,18.34,,13.22,,11.37,,4.61,,10.45,,5.22,,18.97,,9.2,,13.6,,8.3,,6.9,,2.47,
NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,1,0,,66.96,,5.14,,14.44,,7.99,,10.62,,14.15,,8.59,,14.42,,10.93,,17,,7.63,,18.9,,8.95,,21.31,,11.63,,17.34,,4.38,
NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,2,0,,71.66,,4.01,,12.71,,7.97,,10.97,,12.08,,8.79,,13.12,,10.22,,16.23,,8.88,,17.86,,8.19,,9.98,,8.2,,14.57,,3.63,
NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,3,0,,62.14,,5.1,,14.41,,8.62,,9.08,,10.57,,9.16,,15.22,,8.52,,12.94,,8.74,,18.38,,7.15,,12.22,,9.14,,14.62,,4.12,
NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,4,0,,67.33,,3.63,,12.85,,6.84,,7.25,,10.42,,9.01,,12.7,,9.11,,13.83,,7.12,,16.94,,7.59,,11.44,,6.72,,10.9,,3.07,
NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,5,0,,66.44,,4.26,,14.28,,9.5,,8.39,,11.44,,9.77,,15.36,,9.5,,14.28,,9.07,,17.99,,8.83,,12.54,,10.44,,16.25,,3.03,
NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,1,0,,61.93,,3.27,,10.07,,6.51,,7.07,,7.11,,8.59,,9.72,,7.65,,11.4,,6.08,,14.15,,7.72,,10.2,,7.22,,10.57,,2.44,
NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,2,0,,41.61,,1.81,,11.13,,3.92,,3.8,,7.08,,3.83,,6.23,,4.32,,7.18,,3.17,,9.96,,4.61,,7.78,,4.03,,6.63,,1.29,
NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,4,0,,61.4,,2.34,,4.23,,3.63,,5.18,,3.42,,4.8,,4.4,,4.04,,4.8,,3.17,,5.66,,4.31,,6.5,,4.07,,5.6,,2.07,
NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,5,0,,34.39,,1.3,,6.58,,3.25,,2.08,,4.7,,2.33,,4.51,,2.39,,5.1,,1.31,,7.08,,4.04,,2.99,,2.75,,3.02,,0.78,
NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,1,0,,32.19,,2.87,,8.7,,5.74,,3.65,,6.17,,3.37,,8.81,,4.14,,8.99,,2.33,,7.88,,6.42,,3.05,,5.81,,5.23,,1.76,
NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,2,0,,25.87,,1.95,,5.95,,3.69,,1.65,,3.3,,2.51,,4.86,,1.91,,4.94,,1.5,,3.87,,3.22,,1.88,,3.76,,3.85,,0.89,
NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,4,0,,30.32,,2.13,,8.86,,3.8,,1.2,,4.47,,3.14,,5.23,,2.17,,4.88,,2.08,,5.54,,3.74,,2.74,,4.46,,3.54,,1.14,
NZ15-X-39,NZ15,Sample location delocated to a 10km square (see metadata),410000,550000,415000,555000,2,0,,22.34,,1.23,,7.05,,3.05,,1.48,,5.07,,1.62,,3.74,,1.69,,4.09,,0.91,,4.01,,3.37,,2.32,,1.87,,2.98,,0.62,
NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,1,0,,23.1,,0.65,,4.15,,1.47,,0.92,,1.89,,0.96,,1.77,,1.03,,2.43,,0.71,,2.84,,1.97,,1.58,,1.3,,1.98,,0.48,
NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,2,0,,22.77,,0.92,,3.19,,2.1,,1.45,,2.01,,1.47,,2.84,,1.55,,3.42,,0.79,,3.55,,2.64,,1.62,,1.82,,2.92,,0.68,
NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,4,3,,22.65,,0.82,,6.31,,1.67,,0.63,,4.75,,1.86,,2.67,,0.92,,2.86,,0.69,,4.41,,1.54,,1.46,,1.08,,1.39,,0.39,
NZ42-X-86,NZ42,Sample location delocated to a 10km square (see metadata),440000,520000,445000,525000,2,0,,16.29,,1.54,,7.17,,2.71,,1.51,,5.61,,1.6,,3.32,,2.19,,3.57,,1.51,,3.69,,2.3,,1.68,,2,,2.82,,1.31,
NZ42-X-86,NZ42,Sample location delocated to a 10km square (see metadata),440000,520000,445000,525000,3,0,,17,,1.21,,6.53,,2.3,,0.97,,4.04,,1.3,,2.46,,1.03,,2.47,,0.83,,2.42,,1.33,,1.42,,2.13,,2.27,,0.7,
NZ42-X-86,NZ42,Sample location delocated to a 10km square (see metadata),440000,520000,445000,525000,4,0,,17.63,,1.04,,9.51,,2.61,,0.6,,7.43,,3.57,,3.27,,1.24,,3.63,,1.08,,6.04,,1.82,,5.33,,1.31,,2.3,,0.52,
NZ51-X-74,NZ51,Sample location delocated to a 10km square (see metadata),450000,510000,455000,515000,2,1,,20.02,,0.87,,7,,1.74,,0.45,,3.93,,1.57,,2.63,,0.94,,2.66,,0.69,,3.4,,1.58,,1.37,,1.66,,1.81,,0.33,
NZ51-X-74,NZ51,Sample location delocated to a 10km square (see metadata),450000,510000,455000,515000,4,0,,21.96,,0.78,,6.95,,1.46,,0.61,,3.92,,1.64,,2.27,,0.91,,2.61,,0.6,,2.75,,1.38,,1.58,,1.56,,1.48,,0.32,
NZ80-X-17,NZ80,Sample location delocated to a 10km square (see metadata),480000,500000,485000,505000,1,0,,28.79,,1.37,,5.81,,3.75,,1.77,,3.22,,2.12,,4.53,,2.08,,4.28,,1.55,,4.14,,3.2,,2.32,,2.61,,4,,0.85,
NZ80-X-17,NZ80,Sample location delocated to a 10km square (see metadata),480000,500000,485000,505000,2,0,,27.33,,1.29,,4.57,,3.16,,2.51,,3.54,,2.12,,4.5,,2.62,,4.64,,1.36,,3.81,,3.15,,2.29,,3.14,,3.82,,0.93,
NZ80-X-17,NZ80,Sample location delocated to a 10km square (see metadata),480000,500000,485000,505000,3,0,,28.39,,1.12,,3.48,,2.47,,2.06,,2.43,,1.85,,3.48,,1.65,,3.62,,1.05,,3.57,,2.34,,1.79,,2.36,,3.33,,0.68,
NZ80-X-17,NZ80,Sample location delocated to a 10km square (see metadata),480000,500000,485000,505000,4,0,,32.41,,1.87,,7.3,,4.25,,3.41,,3.87,,2.95,,6.06,,3.04,,7.14,,1.99,,6.6,,4.48,,3.18,,3.8,,5.76,,1.09,
NZ90-X-49,NZ90,Sample location delocated to a 10km square (see metadata),490000,500000,495000,505000,1,0,,43.67,,4.19,,6.35,,7.96,,5.03,,4.92,,4.85,,11.09,,5.5,,10.57,,3.38,,8.08,,8.42,,3.51,,7.61,,8.09,,2.02,
NZ90-X-49,NZ90,Sample location delocated to a 10km square (see metadata),490000,500000,495000,505000,3,0,,32.53,,2.29,,4.81,,4.49,,2.35,,2.93,,3.05,,7.31,,3.56,,7.05,,1.64,,5.58,,5.87,,1.89,,3.64,,5.12,,1.05,
NZ90-X-49,NZ90,Sample location delocated to a 10km square (see metadata),490000,500000,495000,505000,4,0,,27.72,,1.64,,2.17,,1.69,,1.19,,1.43,,2.22,,2.5,,1.42,,2.76,,1.05,,1.7,,2.1,,1.16,,1.28,,2.41,,0.7,
NZ90-X-49,NZ90,Sample location delocated to a 10km square (see metadata),490000,500000,495000,505000,5,0,,46.61,,1.69,,4.35,,2.83,,3.28,,3.19,,3.71,,3.84,,3.18,,5.05,,2.5,,6.46,,3.06,,3.43,,2.98,,4.54,,1.17,
NZ90-X-49,NZ90,Sample location delocated to a 10km square (see metadata),490000,500000,495000,505000,6,0,,41.66,,3.38,,7.67,,7.01,,5.41,,4.3,,5.02,,13.93,,5.6,,12.76,,3.16,,8.02,,10.36,,3.51,,7.26,,8.93,,1.71,
SD19-X-64,SD19,Sample location delocated to a 10km square (see metadata),310000,490000,315000,495000,2,0,,74.38,,5.62,,19.12,,12.63,,11.84,,15.33,,10.37,,16.27,,10.15,,21.13,,6.54,,36.54,,19.37,,15.11,,15.4,,14.89,,4.11,
SD19-X-64,SD19,Sample location delocated to a 10km square (see metadata),310000,490000,315000,495000,4,0,,32.4,,1.56,,9.07,,4.34,,2.78,,4.63,,2.76,,4.94,,2.75,,5.5,,2.13,,5.83,,4.61,,3.54,,3.13,,4.65,,0.96,
SD19-X-64,SD19,Sample location delocated to a 10km square (see metadata),310000,490000,315000,495000,6,0,,80.49,,6.49,,12.96,,12.01,,10.48,,11.04,,11.1,,14.92,,11.07,,13.36,,6.32,,19.75,,14.68,,12.55,,11.47,,16.16,,6.18,
SD30-X-51,SD30,Sample location delocated to a 10km square (see metadata),330000,400000,335000,405000,1,0,,18.52,,0.64,,3.57,,1.15,,0.79,,1.67,,1.25,,2.04,,0.74,,2.3,,0.48,,1.94,,1.6,,0.65,,0.96,,1.65,,0.3,
SD30-X-51,SD30,Sample location delocated to a 10km square (see metadata),330000,400000,335000,405000,2,0,,29.07,,1.16,,4.88,,2.4,,1.37,,2.35,,1.8,,4.27,,1.46,,4.03,,0.84,,3.03,,2.66,,1.01,,1.6,,3.33,,0.47,
SD30-X-51,SD30,Sample location delocated to a 10km square (see metadata),330000,400000,335000,405000,3,0,,16.3,,0.92,,5.5,,1.81,,0.73,,3.32,,1.55,,3.25,,1.35,,3.74,,0.69,,3.82,,2.39,,1.13,,1.56,,2.15,,0.35,
SD30-X-51,SD30,Sample location delocated to a 10km square (see metadata),330000,400000,335000,405000,4,0,,22.47,,1.06,,4.49,,2.9,,1.52,,2.56,,1.65,,4.13,,1.74,,3.93,,0.97,,3.24,,2.78,,1.91,,2.14,,2.89,,0.5,
