delocated_monad,10km_location,location_qualifier,easting_sw_delocated,northing_sw_delocated,easting_centroid_delocated,northing_centroid_delocated,plot_number,fizz_test,fizz_test_qualifier,soil_moisture_content,soil_moisture_content_qualifier,ACYC_SIR,ACYC_SIR_qualifier,AKGA_SIR,AKGA_SIR_qualifier,ARA_SIR,ARA_SIR_qualifier,ARG_SIR,ARG_SIR_qualifier,CIT_SIR,CIT_SIR_qualifier,CYS_SIR,CYS_SIR_qualifier,FRU_SIR,FRU_SIR_qualifier,GABA_SIR,GABA_SIR_qualifier,GLU_SIR,GLU_SIR_qualifier,LYS_SIR,LYS_SIR_qualifier,MAL_SIR,MAL_SIR_qualifier,NAGA_SIR,NAGA_SIR_qualifier,OXA_SIR,OXA_SIR_qualifier,PRO_SIR,PRO_SIR_qualifier,TRE_SIR,TRE_SIR_qualifier
NT91-X-85,NT91,Sample location delocated to a 10km square (see metadata),390000,610000,395000,615000,4,0,,77.92,,1.43,,5.64,,3.25,,7.71,,6.23,,3.51,,10.43,,5.09,,8.19,,3.9,,10.74,,4.24,,7.39,,5.54,,11.4,
NT94-X-59,NT94,Sample location delocated to a 10km square (see metadata),390000,640000,395000,645000,1,0,,16.54,,0.33,,6.26,,1.16,,0.74,,3.25,,0.58,,2,,0.6,,2.25,,0.21,,2.41,,1.53,,0.74,,0.84,,1.21,
NT94-X-59,NT94,Sample location delocated to a 10km square (see metadata),390000,640000,395000,645000,3,0,,15.4,,0.51,,4.5,,1.73,,0.42,,2.4,,0.64,,2.52,,0.51,,2.99,,0.4,,2.02,,1.73,,0.38,,1.31,,1.8,
NT94-X-59,NT94,Sample location delocated to a 10km square (see metadata),390000,640000,395000,645000,4,0,,16.59,,0.36,,3.48,,1.3,,1.25,,1.59,,0.56,,2.03,,0.9,,2.66,,0.15,,2.1,,1.58,,0.51,,0.92,,1.8,
NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,1,0,,19.97,,0.26,,5.17,,0.84,,0.46,,2.26,,1.21,,1.55,,0.48,,1.67,,0.24,,2.12,,1.02,,1.01,,1.52,,1.16,
NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,2,0,,18.62,,0.4,,5.17,,1.39,,0.64,,2.57,,1.06,,1.88,,0.77,,2.2,,0.25,,1.96,,1.01,,0.9,,1.66,,1.27,
NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,3,0,,33.36,,0.47,,6.74,,2.5,,1.7,,2.75,,1.07,,3.4,,1.43,,4.09,,0.49,,5.86,,2.57,,1.9,,2.15,,2.91,
NU02-X-18,NU02,Sample location delocated to a 10km square (see metadata),400000,620000,405000,625000,4,1,,17.86,,0.48,,6.29,,1.9,,0.41,,3.25,,0.73,,2.91,,0.59,,2.9,,0.22,,2.52,,1.38,,0.77,,1.36,,1.67,
NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,1,0,,22.28,,0.49,,5.34,,1.45,,0.91,,2.22,,1.02,,2.6,,0.72,,2.66,,0.32,,2.2,,1.8,,0.86,,1.49,,1.74,
NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,2,1,,18.87,,0.28,,7.09,,1.46,,,NULL,4.55,,1.86,,1.82,,0.37,,1.92,,0.51,,3.7,,0.8,,2.14,,0.91,,0.81,
NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,3,0,,28.03,,0.36,,1.97,,1.58,,1.44,,1.3,,0.89,,2.62,,1,,3.08,,0.22,,3.53,,2.84,,0.82,,1.47,,2.02,
NU12-X-33,NU12,Sample location delocated to a 10km square (see metadata),410000,620000,415000,625000,4,0,,19.93,,0.56,,6.13,,2.53,,0.67,,3.27,,1.04,,3.55,,0.89,,3.67,,0.37,,3.01,,2.16,,0.69,,1.88,,2.6,
NY22-X-66,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,2,0,,36.4,,0.96,,11.42,,4.91,,2.32,,9.7,,1.91,,6.23,,2.24,,7.06,,1.11,,7.35,,4.71,,3.42,,2.75,,3.85,
NY22-X-66,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,3,0,,37.61,,0.84,,13.48,,5.57,,3.7,,11.8,,2.23,,7.01,,2.29,,6.87,,1.43,,8.9,,5.02,,5.12,,4.46,,4.27,
NY22-X-66,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,4,0,,35.2,,0.62,,8.73,,3.35,,2.25,,4.95,,1.54,,4.51,,1.67,,5.1,,0.87,,4.97,,3.94,,2.44,,3.25,,2.55,
NY22-X-70,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,1,1,,42.04,,0.54,,9.43,,3.38,,1.53,,6.15,,1.8,,4.94,,1.66,,4.23,,0.81,,7.91,,3.99,,5.02,,2.45,,3.84,
NY22-X-70,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,2,1,,61.87,,0.45,,3.8,,2.11,,2.19,,1.64,,2.19,,3.27,,1.67,,4.16,,1.65,,5.01,,3.5,,2.94,,2.42,,4.47,
NY22-X-70,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,3,0,,48.31,,0.45,,2.58,,1.55,,1.76,,1.34,,1.9,,2.62,,1.07,,2.64,,0.76,,3.6,,1.8,,3.18,,2.64,,2.2,
NY22-X-70,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,5,0,,77.99,,2.11,,65.32,,17,,9.4,,61.6,,3.71,,19.59,,9.27,,24.32,,3.98,,55.32,,13.3,,33.48,,6.19,,5.38,
NY22-X-70,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,6,0,,58.6,,0.31,,2.47,,1.01,,1.89,,1.27,,2.55,,1.6,,1.13,,2.77,,0.69,,3.17,,1.9,,1.59,,1.59,,2.14,
NY22-X-70,NY22,Sample location delocated to a 10km square (see metadata),320000,520000,325000,525000,4,3,,26.02,,0.96,,6.05,,3.48,,1.06,,4.74,,1.1,,4.98,,1.45,,4.55,,0.66,,4.25,,3.16,,1.44,,2.03,,3.33,
NY32-X-19,NY32,Sample location delocated to a 10km square (see metadata),330000,520000,335000,525000,2,0,,80.6,,1.86,,5.24,,5.06,,10.32,,5.2,,3.46,,7.44,,6.28,,8.47,,4.27,,13.97,,9.17,,21.9,,6,,6.5,
NY32-X-19,NY32,Sample location delocated to a 10km square (see metadata),330000,520000,335000,525000,3,0,,78.49,,0.34,,6.17,,5.89,,8.59,,2.13,,3.63,,6.14,,3.34,,5.95,,3.6,,7.17,,8,,13.09,,4.24,,5.95,
NY32-X-19,NY32,Sample location delocated to a 10km square (see metadata),330000,520000,335000,525000,4,0,,78.33,,0.47,,4.86,,3.62,,5.54,,2.52,,3.91,,4.87,,2.51,,6.31,,2.23,,7.51,,7.03,,6.4,,3.56,,3.97,
NY47-X-95,NY47,Sample location delocated to a 10km square (see metadata),340000,570000,345000,575000,2,0,,33.17,,0.62,,4.27,,2.98,,2.35,,3.14,,1.58,,4,,1.71,,4,,0.67,,3.83,,3.09,,2.51,,2.25,,3.05,
NY47-X-95,NY47,Sample location delocated to a 10km square (see metadata),340000,570000,345000,575000,4,0,,34.97,,0.94,,8.94,,2.5,,2.89,,4.04,,1.96,,5.49,,2.03,,5.82,,0.61,,5.17,,4.26,,1.56,,2.46,,2.55,
NY50-X-38,NY50,Sample location delocated to a 10km square (see metadata),350000,500000,355000,505000,1,0,,48.88,,0.75,,8.22,,2.4,,0.33,,2.65,,1.97,,3.46,,0.96,,3.89,,0.78,,4.4,,3.78,,1.93,,1.58,,2.49,
NY50-X-38,NY50,Sample location delocated to a 10km square (see metadata),350000,500000,355000,505000,2,0,,25.88,,0.44,,3.02,,2.07,,0.34,,1.55,,1.19,,3.21,,1,,3.04,,0.48,,2.91,,2.31,,1.09,,1.36,,2.62,
NY50-X-38,NY50,Sample location delocated to a 10km square (see metadata),350000,500000,355000,505000,4,0,,30.27,,0.48,,7.05,,2.6,,0.98,,3.18,,1.29,,4.13,,1.34,,4.41,,0.83,,4.72,,3.58,,1.81,,1.78,,3.14,
NY54-X-44,NY54,Sample location delocated to a 10km square (see metadata),350000,540000,355000,545000,3,0,,20.23,,0.52,,5.11,,1.44,,0.87,,2.51,,0.9,,2.68,,0.82,,2.73,,0.32,,2.56,,1.83,,0.7,,1.27,,1.75,
NY55-X-94,NY55,Sample location delocated to a 10km square (see metadata),350000,550000,355000,555000,2,0,,75.65,,0.19,,2.09,,1.28,,5.93,,1.49,,1.51,,1.57,,1.96,,2.08,,1.6,,4.27,,4.3,,2.09,,0.95,,1.75,
NY55-X-94,NY55,Sample location delocated to a 10km square (see metadata),350000,550000,355000,555000,3,0,,72.83,,0.51,,3.1,,2.17,,4.83,,2.2,,3.41,,2.81,,2.11,,2.96,,1.28,,5.01,,4.91,,6.93,,1.84,,2.53,
NY56-X-21,NY56,Sample location delocated to a 10km square (see metadata),350000,560000,355000,565000,1,0,,30.24,,0.68,,2.78,,1.74,,1.76,,1.54,,1.67,,4.23,,1.25,,4.44,,0.49,,2.84,,3.14,,0.75,,2.6,,3.03,
NY56-X-21,NY56,Sample location delocated to a 10km square (see metadata),350000,560000,355000,565000,4,0,,23.42,,0.35,,4.28,,1.95,,1.5,,1.53,,1.33,,3.74,,1.23,,4.07,,0.54,,2.99,,3.07,,0.83,,2.16,,2.9,
NY56-X-21,NY56,Sample location delocated to a 10km square (see metadata),350000,560000,355000,565000,3,0,,22.27,,0.36,,6.3,,1.94,,1.61,,2.94,,0.83,,3.37,,1.23,,3.59,,0.41,,3.09,,2.73,,1.07,,1.83,,2.1,
NY56-X-21,NY56,Sample location delocated to a 10km square (see metadata),350000,560000,355000,565000,5,0,,27.52,,0.87,,5.29,,2.73,,0.73,,2.67,,1.42,,4.15,,1.15,,3.86,,0.63,,3.96,,2.83,,0.96,,1.99,,2.67,
NY62-X-90,NY62,Sample location delocated to a 10km square (see metadata),360000,520000,365000,525000,1,0,,29.16,,0.64,,5.68,,2.76,,1.43,,2.5,,1.35,,4.51,,1.35,,5.07,,0.44,,4.64,,3.82,,1.18,,2.53,,2.93,
NY62-X-90,NY62,Sample location delocated to a 10km square (see metadata),360000,520000,365000,525000,2,0,,32.39,,1.15,,4.56,,3.79,,1.25,,2.39,,1.47,,6,,1.8,,4.96,,0.5,,3.75,,3.76,,1.46,,3.53,,3.32,
NY63-X-26,NY63,Sample location delocated to a 10km square (see metadata),360000,530000,365000,535000,1,0,,23.22,,0.32,,5.45,,2.68,,1.16,,2.71,,0.97,,4.22,,1.26,,4.27,,0.48,,3.76,,2.87,,1.46,,1.69,,2.43,
NY63-X-26,NY63,Sample location delocated to a 10km square (see metadata),360000,530000,365000,535000,4,0,,37.03,,0.43,,7.43,,2.15,,1.16,,2.97,,1.48,,3.85,,1.49,,4.56,,0.54,,5,,2.13,,2.75,,2.34,,3.31,
NY73-X-32,NY73,Sample location delocated to a 10km square (see metadata),370000,530000,375000,535000,1,0,,77.23,,0.14,,2.53,,1.33,,4.71,,1.42,,1.96,,1.83,,2.58,,1.8,,2.82,,3.75,,4.1,,1.44,,0.83,,2.02,
NY73-X-32,NY73,Sample location delocated to a 10km square (see metadata),370000,530000,375000,535000,2,0,,64.04,,0.35,,2.34,,1.72,,2.67,,0.74,,1.83,,1.62,,1.93,,2.83,,0.44,,3.12,,2.86,,1.01,,1.87,,2.2,
NY73-X-32,NY73,Sample location delocated to a 10km square (see metadata),370000,530000,375000,535000,3,0,,74.5,,0.7,,6.59,,3.89,,7.06,,4.88,,5.38,,7.5,,3.92,,7.87,,3.88,,12.81,,5.34,,4.33,,5.16,,7.83,
NY73-X-32,NY73,Sample location delocated to a 10km square (see metadata),370000,530000,375000,535000,5,0,,72.48,,0.58,,2.28,,2.07,,3.66,,2.52,,3.09,,4.35,,3.19,,6.09,,2.49,,7.45,,2.75,,3.4,,2.61,,4.17,
NY73-X-32,NY73,Sample location delocated to a 10km square (see metadata),370000,530000,375000,535000,6,0,,57.68,,0.24,,1.23,,0.5,,2.06,,0.77,,0.85,,0.98,,1.3,,1,,0.29,,1.62,,1.91,,2.1,,0.62,,0.89,
NY75-X-14,NY75,Sample location delocated to a 10km square (see metadata),370000,550000,375000,555000,1,0,,32.65,,0.69,,9.32,,3.74,,0.94,,4.05,,1.75,,5.01,,1.7,,5.09,,0.66,,5.5,,4.13,,1.9,,1.71,,3.69,
NY75-X-14,NY75,Sample location delocated to a 10km square (see metadata),370000,550000,375000,555000,3,0,,32.13,,0.73,,7.73,,3.82,,1.47,,4.24,,1.47,,4.9,,1.82,,4.99,,0.69,,5.43,,3.84,,2.27,,2.79,,3.89,
NY75-X-14,NY75,Sample location delocated to a 10km square (see metadata),370000,550000,375000,555000,2,0,,28.01,,0.49,,5.69,,2.89,,1.29,,2.78,,1.34,,4.64,,1.38,,5.02,,0.49,,4.53,,3.19,,1.53,,1.66,,3.55,
NY82-X-38,NY82,Sample location delocated to a 10km square (see metadata),380000,520000,385000,525000,1,0,,76.53,,1.01,,10.04,,5.44,,9.39,,7.47,,8.04,,9.66,,7.13,,11.61,,5.75,,15.47,,9.48,,7.8,,4.89,,9.43,
NY82-X-38,NY82,Sample location delocated to a 10km square (see metadata),380000,520000,385000,525000,2,0,,85.23,,1.7,,10.06,,7.49,,6.54,,6.07,,5.24,,12.08,,7.07,,12.58,,6.47,,15.21,,10.12,,13.36,,9.61,,12.41,
NY82-X-38,NY82,Sample location delocated to a 10km square (see metadata),380000,520000,385000,525000,3,0,,39.59,,0.11,,0.89,,0.64,,0.93,,0.55,,0.86,,0.71,,0.47,,1.21,,0.32,,1.09,,1.13,,0.88,,0.67,,1.03,
NY89-X-97,NY89,Sample location delocated to a 10km square (see metadata),380000,590000,385000,595000,1,0,,30.06,,0.87,,6.24,,3.68,,1.08,,3.01,,2.15,,5.33,,1.82,,5.28,,0.96,,6.23,,4.53,,2.67,,2.99,,3.26,
NY89-X-97,NY89,Sample location delocated to a 10km square (see metadata),380000,590000,385000,595000,2,0,,29.19,,0.85,,6.74,,2.74,,1.65,,3.17,,1.62,,4.37,,1.63,,5.04,,0.7,,5.07,,4,,1.83,,2.61,,3.01,
NY89-X-97,NY89,Sample location delocated to a 10km square (see metadata),380000,590000,385000,595000,3,0,,27.54,,0.44,,5.27,,1.97,,1.74,,2.74,,1.5,,2.95,,1.25,,3.03,,0.51,,3.21,,2.3,,1.37,,1.77,,2.07,
NY89-X-97,NY89,Sample location delocated to a 10km square (see metadata),380000,590000,385000,595000,4,1,,29.48,,0.27,,8.57,,3.11,,1,,5.07,,1.46,,4.35,,1.58,,4.65,,0.14,,5.81,,2.64,,2.45,,2.11,,2.85,
NY90-X-38,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,1,0,,78.53,,0.34,,1.09,,1.32,,2.66,,1.33,,2.33,,2.62,,1.77,,3.34,,1.59,,3.32,,1.98,,2.36,,1.72,,3.24,
NY90-X-38,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,2,0,,73.23,,0.31,,1.15,,0.82,,3.72,,0.58,,0.9,,0.83,,0.78,,0.75,,1.28,,1.55,,1.34,,0.92,,0.54,,1.3,
NY90-X-38,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,3,0,,81.37,,1.22,,7.14,,5.48,,7.01,,6.53,,4.37,,10.87,,4.38,,8.27,,1.46,,12.98,,5.27,,6.42,,6.76,,13.32,
NY90-X-38,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,4,0,,78.4,,0.88,,5.2,,2.01,,6.65,,4.67,,3.45,,5.86,,4.11,,7.36,,3.68,,9.25,,4.97,,5.04,,3.31,,7.52,
NY90-X-38,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,6,0,,76.79,,0.32,,1.41,,0.85,,4.46,,1.34,,1.31,,1.14,,1.24,,1.98,,1.93,,2.54,,2.79,,1.28,,1.04,,2.93,
NY90-X-69,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,1,0,,38.56,,0.62,,16.39,,6.33,,1.56,,13.69,,1.06,,5.82,,1.81,,6,,0.89,,8.75,,2.58,,6.38,,2.24,,4.57,
NY90-X-69,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,2,0,,37.94,,0.52,,8.74,,3.16,,1.91,,5.46,,1.22,,4.31,,1.57,,5.15,,0.5,,6.03,,2.98,,2,,2.5,,3.28,
NY90-X-69,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,3,0,,44.26,,1.28,,8.35,,5.76,,1.96,,4.15,,2.47,,8.71,,2.27,,6.98,,1.01,,7.11,,5.83,,2.82,,4.58,,6.13,
NY90-X-69,NY90,Sample location delocated to a 10km square (see metadata),390000,500000,395000,505000,4,0,,61.92,,1.37,,27.09,,6.45,,,NULL,15.87,,10.75,,8.9,,2.14,,7.98,,2.75,,16.5,,6.73,,11.13,,5.83,,4.43,
NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,1,0,,66.96,,0.76,,10.06,,3.62,,6.24,,9.77,,4.21,,10.05,,6.56,,12.63,,3.26,,14.52,,4.57,,16.93,,7.25,,12.96,
NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,2,0,,71.66,,0.38,,9.08,,4.34,,7.34,,8.45,,5.16,,9.49,,6.59,,12.6,,5.25,,14.24,,4.56,,6.35,,4.57,,10.94,
NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,3,0,,62.14,,0.98,,10.29,,4.5,,4.96,,6.45,,5.04,,11.1,,4.4,,8.82,,4.62,,14.26,,3.03,,8.1,,5.02,,10.5,
NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,4,0,,67.33,,0.56,,9.78,,3.77,,4.17,,7.35,,5.94,,9.63,,6.04,,10.76,,4.05,,13.87,,4.51,,8.37,,3.65,,7.83,
NY99-X-69,NY99,Sample location delocated to a 10km square (see metadata),390000,590000,395000,595000,5,0,,66.44,,1.22,,11.25,,6.46,,5.35,,8.41,,6.74,,12.32,,6.46,,11.25,,6.04,,14.95,,5.8,,9.51,,7.41,,13.21,
NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,1,0,,61.93,,0.83,,7.63,,4.07,,4.63,,4.67,,6.15,,7.28,,5.21,,8.96,,3.64,,11.71,,5.28,,7.76,,4.77,,8.13,
NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,2,0,,41.61,,0.52,,9.84,,2.64,,2.52,,5.79,,2.55,,4.95,,3.03,,5.9,,1.89,,8.67,,3.32,,6.49,,2.74,,5.35,
NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,4,0,,61.4,,0.28,,2.16,,1.56,,3.11,,1.36,,2.73,,2.33,,1.97,,2.73,,1.1,,3.59,,2.24,,4.43,,2,,3.53,
NZ03-X-23,NZ03,Sample location delocated to a 10km square (see metadata),400000,530000,405000,535000,5,0,,34.39,,0.52,,5.79,,2.47,,1.3,,3.91,,1.55,,3.73,,1.6,,4.32,,0.52,,6.3,,3.26,,2.21,,1.97,,2.24,
NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,1,0,,32.19,,1.11,,6.94,,3.98,,1.89,,4.41,,1.61,,7.05,,2.38,,7.23,,0.58,,6.12,,4.66,,1.29,,4.05,,3.47,
NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,2,0,,25.87,,1.06,,5.06,,2.8,,0.77,,2.41,,1.62,,3.97,,1.03,,4.06,,0.62,,2.99,,2.34,,1,,2.87,,2.96,
NZ05-X-58,NZ05,Sample location delocated to a 10km square (see metadata),400000,550000,405000,555000,4,0,,30.32,,0.99,,7.73,,2.66,,0.06,,3.34,,2.01,,4.1,,1.03,,3.74,,0.95,,4.41,,2.6,,1.61,,3.32,,2.4,
NZ15-X-39,NZ15,Sample location delocated to a 10km square (see metadata),410000,550000,415000,555000,2,0,,22.34,,0.6,,6.42,,2.43,,0.86,,4.44,,0.99,,3.12,,1.07,,3.47,,0.28,,3.38,,2.75,,1.7,,1.24,,2.36,
NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,1,0,,23.1,,0.17,,3.67,,0.99,,0.44,,1.41,,0.48,,1.29,,0.55,,1.96,,0.23,,2.36,,1.49,,1.11,,0.82,,1.5,
NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,2,0,,22.77,,0.23,,2.51,,1.42,,0.77,,1.33,,0.78,,2.16,,0.87,,2.73,,0.11,,2.87,,1.96,,0.93,,1.14,,2.24,
NZ17-X-89,NZ17,Sample location delocated to a 10km square (see metadata),410000,570000,415000,575000,4,3,,22.65,,0.43,,5.92,,1.28,,0.24,,4.36,,1.47,,2.28,,0.53,,2.47,,0.3,,4.02,,1.15,,1.07,,0.69,,1,
NZ42-X-86,NZ42,Sample location delocated to a 10km square (see metadata),440000,520000,445000,525000,2,0,,16.29,,0.23,,5.86,,1.4,,0.19,,4.3,,0.29,,2,,0.88,,2.25,,0.19,,2.37,,0.99,,0.37,,0.69,,1.51,
NZ42-X-86,NZ42,Sample location delocated to a 10km square (see metadata),440000,520000,445000,525000,3,0,,17,,0.51,,5.83,,1.6,,0.27,,3.34,,0.6,,1.76,,0.33,,1.77,,0.13,,1.72,,0.63,,0.72,,1.43,,1.57,
NZ42-X-86,NZ42,Sample location delocated to a 10km square (see metadata),440000,520000,445000,525000,4,0,,17.63,,0.53,,8.99,,2.1,,0.08,,6.91,,3.05,,2.76,,0.72,,3.11,,0.56,,5.52,,1.3,,4.81,,0.8,,1.78,
NZ51-X-74,NZ51,Sample location delocated to a 10km square (see metadata),450000,510000,455000,515000,2,1,,20.02,,0.54,,6.67,,1.42,,0.12,,3.6,,1.24,,2.3,,0.61,,2.33,,0.36,,3.07,,1.25,,1.04,,1.33,,1.48,
NZ51-X-74,NZ51,Sample location delocated to a 10km square (see metadata),450000,510000,455000,515000,4,0,,21.96,,0.46,,6.63,,1.14,,0.28,,3.6,,1.32,,1.95,,0.59,,2.29,,0.28,,2.43,,1.06,,1.26,,1.24,,1.15,
NZ80-X-17,NZ80,Sample location delocated to a 10km square (see metadata),480000,500000,485000,505000,1,0,,28.79,,0.52,,4.96,,2.91,,0.92,,2.37,,1.27,,3.69,,1.23,,3.44,,0.7,,3.29,,2.35,,1.48,,1.76,,3.15,
NZ80-X-17,NZ80,Sample location delocated to a 10km square (see metadata),480000,500000,485000,505000,2,0,,27.33,,0.36,,3.64,,2.23,,1.58,,2.62,,1.19,,3.57,,1.69,,3.71,,0.44,,2.89,,2.22,,1.37,,2.21,,2.89,
NZ80-X-17,NZ80,Sample location delocated to a 10km square (see metadata),480000,500000,485000,505000,3,0,,28.39,,0.44,,2.8,,1.8,,1.38,,1.76,,1.17,,2.8,,0.97,,2.94,,0.38,,2.89,,1.67,,1.11,,1.69,,2.65,
NZ80-X-17,NZ80,Sample location delocated to a 10km square (see metadata),480000,500000,485000,505000,4,0,,32.41,,0.78,,6.22,,3.17,,2.33,,2.78,,1.87,,4.97,,1.95,,6.06,,0.91,,5.51,,3.39,,2.09,,2.71,,4.67,
NZ90-X-49,NZ90,Sample location delocated to a 10km square (see metadata),490000,500000,495000,505000,1,0,,43.67,,2.17,,4.33,,5.94,,3.01,,2.89,,2.82,,9.06,,3.48,,8.54,,1.36,,6.05,,6.39,,1.49,,5.59,,6.07,
NZ90-X-49,NZ90,Sample location delocated to a 10km square (see metadata),490000,500000,495000,505000,3,0,,32.53,,1.24,,3.76,,3.44,,1.3,,1.89,,2.01,,6.26,,2.51,,6,,0.59,,4.53,,4.82,,0.85,,2.59,,4.07,
NZ90-X-49,NZ90,Sample location delocated to a 10km square (see metadata),490000,500000,495000,505000,4,0,,27.72,,0.94,,1.47,,1,,0.49,,0.74,,1.52,,1.81,,0.72,,2.06,,0.35,,1,,1.4,,0.47,,0.58,,1.71,
NZ90-X-49,NZ90,Sample location delocated to a 10km square (see metadata),490000,500000,495000,505000,5,0,,46.61,,0.51,,3.17,,1.66,,2.11,,2.02,,2.54,,2.67,,2,,3.88,,1.32,,5.29,,1.88,,2.25,,1.81,,3.37,
NZ90-X-49,NZ90,Sample location delocated to a 10km square (see metadata),490000,500000,495000,505000,6,0,,41.66,,1.67,,5.96,,5.31,,3.7,,2.59,,3.31,,12.22,,3.89,,11.05,,1.45,,6.31,,8.65,,1.8,,5.55,,7.23,
SD19-X-64,SD19,Sample location delocated to a 10km square (see metadata),310000,490000,315000,495000,2,0,,74.38,,1.51,,15.01,,8.52,,7.73,,11.23,,6.27,,12.16,,6.04,,17.02,,2.43,,32.43,,15.27,,11,,11.29,,10.78,
SD19-X-64,SD19,Sample location delocated to a 10km square (see metadata),310000,490000,315000,495000,4,0,,32.4,,0.6,,8.11,,3.37,,1.81,,3.67,,1.8,,3.97,,1.79,,4.54,,1.17,,4.87,,3.65,,2.58,,2.17,,3.69,
SD19-X-64,SD19,Sample location delocated to a 10km square (see metadata),310000,490000,315000,495000,6,0,,80.49,,0.32,,6.78,,5.84,,4.3,,4.86,,4.92,,8.75,,4.89,,7.19,,0.15,,13.57,,8.51,,6.38,,5.29,,9.98,
SD30-X-51,SD30,Sample location delocated to a 10km square (see metadata),330000,400000,335000,405000,1,0,,18.52,,0.35,,3.28,,0.86,,0.5,,1.37,,0.96,,1.74,,0.44,,2.01,,0.19,,1.64,,1.3,,0.36,,0.66,,1.36,
SD30-X-51,SD30,Sample location delocated to a 10km square (see metadata),330000,400000,335000,405000,2,0,,29.07,,0.69,,4.42,,1.93,,0.91,,1.88,,1.33,,3.8,,1,,3.56,,0.37,,2.57,,2.2,,0.54,,1.14,,2.87,
SD30-X-51,SD30,Sample location delocated to a 10km square (see metadata),330000,400000,335000,405000,3,0,,16.3,,0.57,,5.15,,1.46,,0.39,,2.97,,1.2,,2.9,,1,,3.39,,0.34,,3.47,,2.04,,0.78,,1.21,,1.8,
SD30-X-51,SD30,Sample location delocated to a 10km square (see metadata),330000,400000,335000,405000,4,0,,22.47,,0.56,,4,,2.4,,1.02,,2.06,,1.15,,3.64,,1.24,,3.43,,0.48,,2.75,,2.28,,1.42,,1.64,,2.4,
SD49-X-92,SD49,Sample location delocated to a 10km square (see metadata),340000,490000,345000,495000,1,0,,31.85,,0.49,,7.06,,2.34,,1.4,,3.96,,1.25,,3.51,,1.35,,4.27,,0.69,,4.55,,2.73,,1.66,,2.1,,2.66,
SD49-X-92,SD49,Sample location delocated to a 10km square (see metadata),340000,490000,345000,495000,2,0,,31.35,,0.25,,6.6,,1.97,,1.33,,3.71,,0.98,,3.4,,1.46,,2.53,,0.31,,3.62,,2.03,,1.48,,1.47,,3.05,
SD49-X-92,SD49,Sample location delocated to a 10km square (see metadata),340000,490000,345000,495000,3,0,,32.8,,0.38,,5.62,,2.35,,1.13,,2.93,,0.97,,3.5,,1.39,,4.52,,0.5,,5.23,,2.94,,1.58,,1.75,,3.43,
SD49-X-92,SD49,Sample location delocated to a 10km square (see metadata),340000,490000,345000,495000,4,0,,33.16,,0.32,,8.72,,2.93,,1.51,,5.1,,1.53,,4.19,,1.45,,4.04,,0.64,,5.09,,2.43,,2.46,,1.89,,3.4,
SD49-X-92,SD49,Sample location delocated to a 10km square (see metadata),340000,490000,345000,495000,5,0,,32.12,,0.27,,4.73,,1.81,,1.45,,2,,0.96,,2.85,,1.09,,3.17,,0.43,,3.26,,2.4,,1.04,,1.09,,2.03,
